Id,Name,Target,L1,L2,L3,L4,L5,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5
652131,"adrenalin rush",4.5,60,40,60,40,55,-10,-10,65,-10,-5,-5,0,45,15,15
652135,"exotic garden",4.5,55,35,10,40,50,-45,-15,0,-20,-25,60,-5,0,30,-10
652137,"warm scarf",4.3333,60,50,25,30,15,0,-15,25,-5,10,45,20,10,0,10
652174,"coarsely knitted",4,75,50,35,20,15,-15,25,-10,10,0,45,0,15,-10,-5
652183,"twilight woods",4.5,80,70,50,25,15,5,-10,-15,-10,-5,25,15,10,0,0
652255,"song of the south",4.5,80,55,45,30,20,10,10,20,-10,-5,70,55,45,35,25
652370,"Drizzle",4,65,55,50,45,35,0,5,5,0,5,-35,-30,-30,-15,-15
652426,"Kalki",4.6667,55,55,30,70,80,0,45,15,35,20,60,60,25,75,70
652566,"Salmon and Asperagus",4.3333,70,35,45,35,15,15,30,45,-15,-10,30,30,55,45,20
652588,"steel and sand",4.5,75,45,40,20,10,10,5,15,15,10,40,25,30,20,10
652646,"Drab",4.3333,15,20,30,25,35,5,10,10,0,0,10,5,5,10,10
652650,"Blue Hawaii",4.3333,65,80,80,80,85,60,-55,-30,-40,-50,-25,15,-20,-10,5
652651,"Offbeat",4,40,30,30,15,75,50,10,0,0,-10,-50,-10,5,10,40
652658,"Train graffiti",4,50,35,15,25,45,40,-10,-5,20,55,50,30,0,-15,20
652675,"Bird of Paradise Dance",4,5,35,55,65,90,0,-15,-25,-20,-35,0,45,60,30,0
652689,"Tropic Storm",4.25,75,65,45,25,50,35,45,10,5,-15,75,60,10,-5,40
652737,"Sunset On The Orchard",4,30,75,75,60,25,0,35,20,-10,-20,30,55,50,40,15
652773,"The Object of Flattery",4.25,60,50,40,25,10,70,50,30,15,5,40,40,30,25,15
653624,"Downpilot",4.5,60,15,65,90,5,-10,-5,0,0,5,15,-5,5,-15,0
653783,"Time washed",4.3333,65,85,95,80,70,20,15,0,-5,-5,20,20,20,20,25
654053,"Piglet",4,85,90,90,65,55,20,15,25,40,40,10,10,5,5,10
654067,"Strawberrys N Chocolate",4,30,40,70,70,85,20,15,60,50,25,15,20,-10,-5,0
654168,"HongKong4",4,5,5,75,50,35,0,20,20,10,10,0,10,20,20,20
654179,"Rusty the dog",4,20,30,45,70,90,-5,15,5,-5,-15,-5,35,35,45,40
654188,"Lotus Eaters",4,75,85,95,85,55,35,-10,0,10,-20,35,45,50,50,10
654190,"Pinky gray",4.3333,80,25,40,50,70,20,15,5,5,5,10,5,5,5,5
654203,"Twinklebunny Victorian",4,75,20,45,35,25,45,10,-5,-5,30,0,20,30,25,0
654219,"Source Image",4.5,35,70,50,15,55,-15,-15,35,5,-10,0,50,15,5,40
654230,"fall sports",4,25,15,10,15,35,30,10,-5,20,15,30,15,-5,-35,-35
654254,"Landed",4,20,40,55,85,40,30,15,15,15,-10,15,25,50,35,10
654349,"Major Tom",4,60,30,20,35,75,-10,0,0,10,5,0,10,10,25,15
654351,"Tranquility",4.25,60,45,25,15,80,-5,0,5,5,5,5,15,0,0,15
654364,"fire and ice",4,60,50,45,50,45,70,35,25,0,-10,70,30,0,-10,-10
654367,"Rear Window",4,100,30,70,40,30,-15,5,-5,0,0,-5,0,5,0,5
654368,"Vertigo",4,40,45,20,30,90,10,20,0,0,-20,0,10,5,5,25
654370,"The Birds",4.1429,15,30,60,90,65,35,10,5,0,10,20,15,10,20,50
654372,"Psycho",4.25,25,60,40,25,95,5,20,30,45,5,0,15,20,30,15
654579,"Sunset Tree",4,10,30,60,70,80,15,15,25,20,10,10,20,35,40,50
654882,"Indian Summer",4.5,45,35,40,50,65,65,50,-5,0,30,45,15,25,55,70
654955,"Catch a Firebird",4,25,50,55,50,95,30,35,5,-5,-5,20,30,35,30,25
655056,"Ashy Tears",4.5,95,35,20,50,70,5,5,15,20,10,5,5,10,15,10
655158,"lifelines",4.3333,60,55,30,30,25,10,-5,5,-5,0,-5,40,0,30,5
655237,"East at Sunset",4.5,55,60,70,60,55,35,20,15,0,0,-60,-40,-20,15,10
655253,"While On Hold",4,75,70,60,50,35,15,15,10,5,5,15,15,10,5,5
655262,"Autumn Chill",4.5,90,70,65,55,75,0,-15,-10,0,5,10,5,0,0,5
655405,"Our Name",4.5,20,45,65,65,80,5,15,20,5,0,0,10,10,15,0
655519,"aquire captial",4,95,55,10,25,75,-30,-20,0,-5,-20,40,0,10,30,70
655591,"Drapes of Wrath",4.5,70,45,45,35,80,10,0,-25,15,-15,-25,-25,-5,-45,10
655613,"Wheatgrass",4,60,85,60,25,20,15,-10,-10,-15,40,20,35,40,25,10
655616,"Tundra",4.5,35,65,60,40,15,50,10,-20,-15,-5,45,60,60,20,15
655618,"Tobasco Road",4,50,50,35,15,10,70,65,50,25,10,65,55,40,10,5
655622,"Olives and Wine",4,10,40,35,15,30,25,0,0,0,-5,10,25,20,15,25
655795,"Dried Flowers",4.5,85,70,45,30,5,0,0,-10,-5,25,15,20,15,15,-5
655808,"Miss Doolittles Profile",4.2,75,60,40,30,10,40,35,20,15,5,15,25,25,25,15
655842,"Popping Print Shop",4.5,60,95,75,20,70,5,0,0,5,-20,15,5,5,15,55
655845,"LNP 01",4,85,90,100,30,10,5,0,0,0,0,85,60,5,0,0
655863,"on the path of emprovement",4.3333,50,35,25,10,10,-10,-5,15,30,15,30,0,-15,-30,-10
655866,"internal equilibrium",4.5,95,60,15,35,55,-45,-10,10,5,5,75,20,-5,10,20
655873,"Let It Snow",4,35,100,30,20,20,-25,0,45,40,25,0,5,15,20,25
655879,"Bad 70s Fashion",4.3333,60,60,45,40,35,-25,0,25,45,-5,35,45,45,0,-5
655880,"Sunset Penguin",4.5,65,70,50,30,5,0,-5,0,0,0,30,40,20,5,5
655918,"Avocado",4,20,45,100,90,55,25,40,-10,-20,-25,25,45,45,50,45
656351,"present equals eternity",4.3333,40,25,20,10,55,15,-5,-5,0,10,0,5,5,5,5
656403,"living in a box",4.2,50,50,45,55,60,5,-5,85,-20,0,0,25,-90,20,5
656633,"Musk",4.5,65,50,30,15,35,-5,15,-5,0,35,60,60,10,5,25
656678,"Quiet Urgency",4,5,35,90,50,80,0,30,-5,-5,-10,0,20,20,10,10
656682,"midwest dusk",4.3333,55,25,60,65,100,20,-10,45,5,-15,45,-5,65,30,50
656734,"Acid Sky",4,85,90,90,90,90,-30,-15,-15,-20,-15,-25,-20,5,55,90
656819,"lift the veil",4.5,60,55,55,50,50,95,35,20,10,5,-40,5,15,20,20
657005,"Tannenbaum",4,90,75,70,95,40,-30,-60,-65,-5,10,90,75,70,35,45
657056,"Dust and rust",4.25,35,20,35,45,55,25,0,5,-5,-10,45,5,0,10,15
657066,"autumn on the farm",4.3333,40,75,80,70,50,30,-10,25,40,55,15,20,40,40,30
657317,"Chocolate in foil",4,80,30,20,35,50,0,20,15,5,5,0,35,20,5,0
657331,"Feverish",4.3333,50,40,30,20,10,75,60,45,30,15,25,35,30,20,10
657382,"set free at last",4,90,60,40,25,15,15,0,5,50,30,5,5,5,20,15
657401,"Apple Jack",4.1667,30,40,45,100,5,50,5,0,-5,5,40,50,50,25,-5
657414,"Pink flower",4,85,75,80,70,55,-20,-15,40,60,65,-20,-30,-25,-30,-10
657415,"Avatar",4,50,65,50,30,20,5,5,-5,-5,-5,20,15,-15,-10,-10
657432,"Vase Painting (redfigure)",4,40,70,5,15,25,30,40,5,5,25,25,55,0,0,10
657450,"Down Vest 1982",4.25,90,85,65,5,5,-10,10,60,5,5,45,85,75,-5,5
657653,"tell me the truth",4.5,85,60,35,0,55,5,5,5,0,80,-25,-15,-10,0,70
657966,"Desert Sunrise",4.5,20,35,50,70,80,20,25,25,20,10,10,25,35,50,60
657969,"Poinsettia",4,45,70,80,35,45,-35,-35,20,55,70,35,50,80,45,60
658330,"change of mind",4.5,55,50,50,45,45,80,45,30,15,-5,70,5,-20,-20,-10
658340,"Navajo Night",4.6667,10,35,15,5,5,30,45,30,20,5,-30,35,15,5,0
658344,"Ice Planet Lego System",4,95,100,60,35,0,-5,0,75,35,0,90,5,70,-65,0
658591,"Country Market 2010",4.5,50,20,95,85,50,-5,15,-10,-35,40,45,5,45,20,60
658633,"Cloudburst",4,75,50,60,75,85,0,40,45,25,10,-20,-5,30,50,55
658643,"Blossom",5,50,60,65,70,75,30,30,30,35,35,15,10,15,15,15
658645,"Chocolate Covered Cherries",4,75,90,35,25,15,0,-5,25,20,10,35,30,30,20,10
658696,"Mouldy Orange",4,65,40,65,95,40,5,35,55,-5,0,30,50,75,50,10
658901,"Wet Driftwood On A Beach",4.125,45,95,70,90,20,10,-10,-10,-10,0,30,5,15,35,15
659085,"Alpine",4,45,90,75,90,100,-10,0,-30,-25,-20,40,15,0,0,10
659259,"True Colors",4.1667,75,50,30,15,5,-65,-40,-15,5,15,60,20,-5,-10,-15
659276,"Apple Game",4,30,50,90,75,40,40,65,-5,-10,-10,30,45,50,65,45
659817,"Policies and Practices",4,55,75,90,70,50,-30,-20,-10,5,55,5,15,50,70,60
659829,"One Size Fits All",4.5,75,95,60,45,35,25,-15,-10,5,45,30,70,60,45,30
659908,"Wonka Bar",4.2,15,35,65,30,5,30,30,40,-20,10,20,35,60,25,-20
659934,"west",4.2,75,55,25,10,20,5,10,25,-5,5,75,60,35,0,-20
660040,"Pink Rambling Rose",4,40,70,90,65,50,5,-15,-10,55,70,10,50,35,25,25
660144,"1988",4.3333,60,55,55,55,25,80,45,20,5,5,-10,-10,0,0,0
660205,"Its only a paper moon",4,15,25,90,50,95,5,5,10,10,0,5,10,25,20,20
660283,"a dark day",4.2,95,80,60,40,5,-5,-5,-5,-5,5,35,25,15,0,-5
660365,"Lascaux  Cave",4.1429,60,45,20,50,65,5,5,0,20,15,35,15,5,25,40
660375,"Turtle Land",4,15,25,30,40,45,-5,-15,-25,-25,-20,0,10,20,35,45
660399,"Felt feelings",4,15,20,30,40,45,20,20,10,0,0,-5,-10,-5,0,10
660432,"Masquerade",4,55,60,85,20,15,60,60,-10,-5,5,55,55,55,-5,-5
660444,"Promise",4.3333,75,60,75,50,25,35,-20,-40,-20,0,50,25,20,-5,-5
660496,"San Francisco Trolly",4.1667,50,60,5,55,35,15,5,0,80,50,25,30,5,35,20
660500,"Arizona Night",4,40,65,20,35,40,30,5,0,-5,-5,25,30,5,0,10
660534,"RSVP",4.2,65,45,15,15,25,-20,0,-5,5,35,35,-5,0,-5,0
660556,"never ending story",4,100,75,65,55,20,-10,-5,0,5,5,50,25,10,5,5
660571,"Green Business",4,50,25,100,10,75,-15,-15,0,5,5,45,35,5,-5,-35
660632,"Dark Shade",4,5,20,40,70,100,0,5,0,0,5,0,0,0,0,0
660666,"Old Expenses",4,15,85,65,40,15,10,5,10,35,0,5,35,35,30,5
660742,"I see the game...rename & claim! hmm",4,15,35,60,65,75,5,30,65,55,20,-5,0,35,45,30
660756,"Ballet Russe 1",4,10,30,55,40,30,5,40,20,-10,0,-5,30,60,30,-30
660905,"suicide.greys",4,55,35,65,35,20,20,5,5,5,5,20,5,20,15,5
660975,"Jigglypuff",4.3333,50,65,95,75,55,-30,-30,0,50,80,0,5,0,-10,-25
660977,"Curry Powder",4,75,60,50,40,70,5,10,0,35,15,50,50,40,30,50
661030,"orange blue technology",4,40,60,15,60,40,55,55,5,-15,-10,50,70,5,0,0
661040,"Quirky Bunch",4.2,60,45,30,15,10,-10,-5,30,20,10,55,30,-15,5,5
661078,"Pajamas",4.5,30,90,35,70,20,50,-10,60,50,45,0,55,20,55,25
661103,"that took you long enough",4,100,70,15,70,50,5,25,0,-15,55,0,25,5,10,15
661107,"Mermaid",4.6667,30,35,80,30,20,50,55,25,-15,-10,35,40,45,-5,0
661149,"GarageBand",4.6667,20,60,35,20,30,5,0,-5,5,35,-5,-5,20,10,20
661237,"60as",4,65,60,35,85,15,5,-10,50,0,15,55,10,25,20,15
661244,"Trail",4,10,20,30,40,55,20,30,40,45,55,-5,0,5,20,40
661248,"Girl in blue",4,40,55,65,75,80,5,-5,-5,-5,0,-10,0,15,30,35
661258,"green grapes",4,65,55,80,65,25,30,-5,5,10,-5,75,20,20,55,-15
661260,"Give Thanks",4,5,10,15,35,20,5,15,20,20,-5,5,15,20,30,15
661268,"Ashes to Ashes",4,10,15,30,45,55,15,25,30,20,5,15,20,35,40,25
661271,"Horizon",4,40,30,40,65,90,-10,-5,-5,0,-5,25,15,-25,-5,-15
661272,"Cherokee Painting",4,45,50,70,60,30,0,-10,35,55,30,-35,55,75,70,40
661277,"fresh onions",4.3333,100,85,65,45,25,-10,-25,-35,-35,-20,40,40,40,30,15
661279,"hollow imposter",4.3333,70,95,55,35,25,-25,-10,85,55,40,10,-10,50,25,10
661291,"Favorite Sneakers",4.5,75,90,40,95,95,-45,5,70,5,-10,10,-15,-40,20,80
661317,"Coral Bells",4.2,50,65,60,40,65,0,-5,20,-5,-5,35,40,40,0,45
661320,"Razzberries",4,35,60,45,20,20,40,-5,-5,0,30,10,40,35,0,10
661395,"still waters run deep",4,65,40,30,20,25,35,25,35,-5,15,-60,-40,-45,10,-20
661400,"Girl in Tokyo",4.5,65,80,90,75,50,50,20,-40,40,75,30,40,5,-10,20
661419,"Silk Dress",4,80,15,95,20,70,-30,35,-5,40,40,-15,-5,45,20,70
661636,"colours in the air",4.25,55,65,75,85,75,60,35,10,0,-30,55,60,60,45,10
661652,"walking on a dream",4.4,65,95,90,80,75,55,-10,-25,-35,-40,35,45,40,20,0
661657,"treat me right",4,80,65,65,55,20,35,20,5,-5,-5,10,0,0,5,5
661698,"sweet disposition",4.1667,90,95,80,60,40,-20,0,25,65,0,25,30,30,30,20
661822,"Aegean Sea",4.6667,95,55,40,55,80,5,-20,-10,0,0,5,0,-15,-25,-15
662024,"Robot Punch",4,90,85,65,90,60,-10,15,70,10,30,-10,-10,30,15,-50
662074,"Little Boys and Girls",4.5,65,70,65,60,60,40,35,0,-25,-30,20,15,0,-5,-5
662078,"Professional and Energetic",4,30,45,40,25,80,0,-5,65,45,-15,-25,-20,55,30,80
662083,"aw 2011",4.5,45,15,20,10,75,20,-15,30,5,5,45,20,-10,15,75
662120,"Another Blackbird Pie",4,55,5,25,35,40,10,5,10,15,15,60,5,25,30,35
662135,"Deep Ocean Library",4.5,100,35,40,25,15,-30,-20,-15,-5,0,90,-5,-15,-15,-15
662220,"Sunset Lake (Muted)",4.5,85,95,75,50,25,15,-10,0,0,0,35,65,-5,-10,-5
662230,"Collection of Color",4,55,80,85,75,85,70,20,10,-10,-5,45,45,40,0,0
662234,"Determination",4,15,20,50,60,85,5,5,-20,-25,0,0,0,5,5,25
662260,"October Sky",4.3333,40,55,75,90,5,50,35,10,0,10,45,50,50,40,-20
662267,"Lady",4,20,35,95,100,35,0,-20,-10,-5,60,0,5,85,25,20
662271,"Regal Candy",4,100,35,45,55,10,-10,60,70,40,5,45,20,30,65,0
662292,"Modest",4,75,95,100,90,80,30,10,-15,-20,-25,0,10,60,40,30
662298,"my family",4.1667,15,25,30,15,15,-5,0,25,15,5,0,15,35,5,5
662299,"Quackers and Cheese",4.5,30,65,30,20,40,5,0,-5,0,5,20,35,20,15,25
662317,"Pond Swan",4,90,40,20,70,40,5,5,5,5,55,-10,-15,-10,20,40
662325,"Used",4.4,65,75,90,50,35,-5,15,0,-25,45,50,55,30,0,30
662331,"Never Knew",4.5,80,90,90,70,50,20,-5,-15,-30,25,55,55,0,0,30
662411,"flower",4,15,25,85,75,55,25,25,-15,-20,-25,20,35,20,15,0
662437,"Sunset",4.1429,85,85,75,70,50,20,-5,0,20,45,15,-5,30,45,30
662549,"Pixie",5,100,65,30,25,0,-10,70,-20,-15,0,30,20,0,0,0
662636,"magnetic storm",4.5,60,40,95,25,50,0,0,-40,0,0,-10,-5,90,5,0
662647,"adventure",4,15,65,85,40,65,0,0,0,-10,45,0,5,5,-10,20
662663,"pastel cartel",4.5,50,0,55,75,85,30,0,15,0,-10,-25,0,0,15,45
663004,"past believing",4.25,15,65,95,30,10,0,-15,-5,20,10,0,40,75,15,0
663046,"Kimberley 3",4,60,25,70,65,35,30,25,15,40,-10,55,35,55,65,35
663061,"Every Day",4.5,5,50,65,80,85,0,15,15,15,10,0,20,35,50,50
663065,"recitement",4.5,100,55,75,40,70,0,5,-5,10,-10,5,20,40,25,-40
663220,"wild things",4.5,55,35,95,50,70,85,5,-30,-30,40,25,5,85,0,75
663529,"another city",4,25,45,70,55,25,-5,20,30,0,-5,5,15,30,35,25
663575,"Form and Content",4.3333,30,55,90,35,25,20,30,0,10,5,-5,20,30,10,15
663589,"Hit Me With a Rainbow",4,35,50,70,50,30,5,5,15,45,15,20,35,60,30,0
663689,"Swamp Swan",4,90,40,20,70,40,5,5,5,5,55,-10,-15,-10,20,40
663690,"A NY Gradient",4.2,20,30,40,45,60,20,15,10,5,0,20,25,25,25,25
663717,"little boy at bus stop",4,25,40,45,60,65,5,-15,-25,-10,0,-20,-5,15,30,35
663741,"a rose is a rose is",4.1667,35,40,55,50,35,0,10,30,40,55,35,30,30,20,5
663761,"exit",4,5,20,100,55,65,0,5,5,50,30,0,0,5,60,65
663775,"We are all astronauts",4,20,45,65,65,25,30,60,55,-10,-10,15,40,65,15,10
663779,"Violet eyes",4,20,40,50,65,75,10,5,-5,-5,-5,0,0,10,25,40
663813,"Bonfire",4.5,50,45,35,20,15,55,50,50,-5,-5,55,40,25,0,5
663814,"Big Sky Mountain",4,20,55,100,75,30,10,35,0,-20,-15,15,60,20,0,20
663831,"SplatinumGlow",4,10,90,90,75,65,15,-55,-40,-15,10,-5,20,-10,-30,-50
663890,"Lucky Mouse",4.5,75,90,80,50,40,0,0,-5,0,25,20,0,-10,-15,-15
663897,"Blog Colors",4,55,80,65,35,20,55,30,10,0,-5,30,40,25,15,0
663904,"plum panda",4.5,5,90,10,5,5,0,5,15,10,10,0,0,0,0,0
663905,"the old tees",4.25,80,50,100,75,45,-20,-20,-10,35,55,0,20,45,55,35
664026,"sometime",4,85,65,60,50,20,10,5,0,15,30,85,50,25,10,-15
664029,"up wind",4,95,75,60,20,95,-40,-15,0,25,-45,50,10,-5,-20,85
664048,"mixed cards",4,15,30,35,50,80,0,5,30,40,35,0,-15,-25,-5,30
664061,"Artichoke",4.2,15,90,75,35,10,25,0,-15,-15,15,5,50,55,25,0
664099,"chocolate blackberry",4.3333,80,50,35,10,20,55,45,40,15,15,-30,-25,-20,10,10
664106,"Vintage Dress",4.5,75,100,85,60,60,10,0,10,-30,-35,10,5,65,5,0
664203,"my all",4,95,75,60,50,95,-40,-15,0,15,-45,50,10,-5,-10,85
664208,"obsessed",4,30,30,100,30,20,15,-10,-30,5,5,-15,0,75,-5,-10
664227,"joachim",4.5,25,75,70,100,70,45,20,0,0,0,5,0,0,0,-25
664247,"Wild Orchid",4.3333,40,55,75,80,30,-15,-25,5,35,55,45,60,70,-5,15
664270,"Grapefruit",4.25,90,90,75,70,35,5,5,40,45,55,65,75,20,30,20
664382,"Equinox",4.5,80,80,75,70,70,-10,-30,-45,-40,-35,55,45,30,10,-5
664394,"Charizard",4.5,95,80,70,65,55,-10,15,35,-30,-25,75,70,60,0,0
664398,"Feeling lucky in the rain",4.3333,95,75,50,30,55,-10,-15,-5,5,-15,10,-5,0,10,20
664408,"Victorian Nature",4.5,20,45,75,85,30,20,25,5,0,-5,10,20,25,10,20
664670,"Via",4.5,100,40,25,20,65,5,55,30,20,35,5,45,30,25,70
664773,"Seamonkey",4,30,15,15,25,35,40,15,-5,-10,-5,0,10,-5,5,20
664849,"Kingbird",4,45,60,75,95,35,0,0,0,-5,0,20,30,40,50,15
664851,"August grass",4,35,55,75,95,85,-20,-30,-30,-15,-25,45,60,75,50,65
664885,"Dusty Ornaments",4,55,100,80,40,25,5,-15,-5,15,10,25,40,40,20,15
664891,"Black Stallion",4,15,10,10,10,5,10,10,5,5,5,5,0,-5,0,0
664931,"Punched Kicking colors",4,20,90,60,20,10,5,-50,70,20,5,5,65,45,0,0
664933,"Victorian Parlor Room",4,85,95,85,55,25,0,0,15,0,0,40,15,10,45,30
665046,"Compound",4,10,25,50,40,20,5,5,40,30,20,0,-5,20,15,10
665047,"Summer Camp 2010",4.5,25,55,70,65,80,5,80,35,-30,-30,5,20,75,-10,70
665076,"Dont Close Your Eyes",4,55,75,80,60,10,50,30,20,10,0,65,55,45,30,-5
665135,"Mulberry bush",4,25,20,15,15,10,45,35,25,15,10,15,10,5,5,0
665140,"dirty little secret",4,50,75,50,40,25,40,10,5,-5,-5,60,75,25,15,15
665151,"Gettin Out",4,30,80,50,40,30,5,0,-5,15,-5,-10,30,20,25,5
665154,"Dusty Trails",4.25,85,35,50,60,25,5,-5,-5,0,15,25,10,20,25,10
665156,"Camel Neutral",4,35,65,20,55,75,0,0,10,10,5,0,0,15,30,15
665162,"Steady",4,95,55,40,10,5,0,0,0,10,5,20,15,10,10,5
665166,"Field Snake",4,25,30,65,40,25,-5,-15,15,-15,-5,15,-5,65,45,35
665325,"Harold and the Purple Crayon",4.3333,15,50,80,30,15,5,5,5,25,30,10,10,25,-15,-20
665327,"Late harvest",4,20,15,30,45,55,5,0,5,10,20,-20,0,20,45,65
665435,"country life",4.1667,15,40,50,65,90,-5,-15,-5,0,5,5,20,30,30,40
665436,"chicken hopscotch2",4,50,75,80,70,85,25,10,5,5,25,30,45,5,0,-5
665440,"twilight",4.6667,40,25,10,20,40,15,10,10,5,-5,-10,-10,-10,-5,-5
665442,"system",5,50,70,60,35,10,10,50,75,0,0,25,35,70,20,10
665445,"spa",4,10,35,50,65,100,10,0,-15,-25,-25,-5,-10,0,25,45
665449,"Dream93",4,20,70,100,75,10,30,55,0,10,10,15,40,20,-15,-20
665642,"Earth Skin",4.3333,70,50,25,20,15,0,5,-10,-10,-5,25,20,15,15,10
665661,"Summer Romance",4.5,55,60,60,80,15,-10,-25,50,0,0,5,10,25,30,-10
665664,"yellow to black",4,0,25,45,65,80,0,5,10,15,15,0,30,50,70,85
665718,"Chocolatecake with berries",4.5,35,15,75,65,45,45,20,30,0,60,30,15,55,50,35
665760,"Duluth November 11 2009",4.5,5,75,100,70,50,5,5,0,0,0,5,25,20,-10,-15
665776,"warm refuge",4.25,85,75,65,50,35,10,0,-5,-5,0,80,25,10,5,0
665778,"underwood",4.2,20,15,55,70,80,-10,10,-15,-30,-35,0,0,20,40,15
665818,"Grapes",4,75,30,15,30,85,0,-5,20,45,15,-35,-20,-10,5,40
666046,"Giraffe blud !...",4.3333,50,35,30,10,0,0,-10,-20,-10,0,5,15,25,15,0
666072,"Flu",4.3333,45,55,60,75,100,-45,-45,-30,30,0,50,45,25,15,20
666096,"mixed feelings",5,10,65,55,55,25,0,-35,-30,25,30,5,20,0,45,20
666098,"the Sun",4.5,80,65,65,60,50,25,40,60,75,75,80,70,75,70,65
666108,"the calm before the storm",4.5,80,45,35,50,30,-40,5,0,-25,-5,-5,-5,0,-5,-20
666114,"Flu Dreams",4,40,60,35,15,10,0,0,-25,-5,5,0,5,10,10,0
666312,"SailBoat",4,30,20,35,45,50,30,0,-10,-20,-15,15,-15,-15,-5,-10
666330,"27255:05",4,75,65,60,50,40,30,50,70,60,50,80,75,70,60,50
666334,"Sendie",4,35,15,60,75,90,-20,-5,55,40,10,10,5,45,55,45
666397,"wind speed",4.5,80,65,55,10,35,10,5,0,0,-5,-35,-20,-10,0,0
666473,"fleur",4,35,45,50,60,65,55,60,30,-10,15,40,45,55,40,40
666495,"Breaking the Fever",4,100,85,70,60,55,0,10,30,60,85,15,20,25,40,65
666497,"breast cancer",4.5,20,80,70,50,35,40,30,55,55,50,25,-10,0,5,20
666508,"Hostile Chocolate Bid",4,5,15,25,70,75,20,25,25,5,5,10,20,35,40,20
666529,"Aerial View",4.5,30,60,75,95,95,-25,-25,-10,-10,0,30,40,20,0,5
666614,"Glacial",4,95,75,70,35,10,-5,0,0,5,0,0,-5,0,0,0
666714,"The Pink Panther",4,65,60,60,55,50,80,85,90,85,80,-15,-15,-10,5,5
666797,"spumoni joy",4.2,55,95,55,45,50,40,5,-25,-10,40,20,15,5,-5,0
666805,"italian suade",4.25,40,45,50,60,45,25,20,25,20,30,25,25,35,40,35
666809,"Plum Crazy",4.3333,30,35,45,50,40,10,20,15,20,25,-15,-20,-20,-25,-25
666878,"Gentleness",4,70,50,40,35,30,-20,-10,-5,0,5,-25,-20,-15,-5,-5
666892,"Moon",4,85,75,55,35,5,5,5,5,5,10,15,15,15,10,0
666980,"Faithfulness",4.25,50,25,20,40,75,-5,0,5,-10,-10,35,-5,-5,0,70
666983,"Joy",4.6667,60,80,65,55,20,-40,-10,10,25,35,60,80,70,60,-20
666989,"Meteor Armageddon",4.4,35,40,20,55,30,0,5,0,70,50,5,5,5,65,45
666995,"Love",4,15,25,35,50,50,0,15,35,55,65,0,-5,-10,0,30
667530,"summer night",4,80,65,45,25,10,10,15,30,10,5,10,15,20,10,5
667579,"sympathy",4.5,75,70,65,55,65,50,10,0,-5,95,0,15,20,20,-50
667583,"waterproof",4.5,90,70,60,40,20,-60,-40,-25,-10,5,45,10,-5,-15,-25
667613,"balcon con ventana barrio lastarria",4.5,35,50,75,85,95,35,20,20,10,0,40,50,40,35,25
667615,"reja dorada barrio lastarria",4.3333,5,20,45,85,100,5,5,30,10,0,5,15,50,55,20
667647,"forrest deep",4,90,70,35,15,10,-10,-5,-5,-5,0,30,25,20,10,5
667669,"Androgyny",4,35,30,20,10,5,60,50,35,20,5,-10,-10,-10,0,0
667826,"soft shell",4.3333,70,60,50,45,30,20,15,20,15,10,-45,-25,-20,-10,-5
667926,"fruit punch",4.1429,65,45,25,35,70,65,70,25,-20,-25,65,25,5,15,65
667973,"Easter",5,75,65,65,65,90,5,65,75,60,-25,-40,-45,-10,45,60
668175,"summer hawk",5,75,55,55,75,80,10,10,-5,25,10,75,55,50,80,80
668196,"autumn grass",4,20,30,25,40,40,30,20,10,-10,0,30,40,35,45,45
668235,"leapin lizzard",4,25,35,15,55,80,25,20,-5,20,0,35,45,15,60,50
668491,"White Wine Grapes",4,75,55,35,90,20,0,5,10,0,0,45,30,20,50,20
668550,"Harvest Sunshine",4.5,30,45,75,85,95,15,20,20,5,-15,25,40,65,75,60
668553,"Gentleness",4.1667,85,90,90,90,85,0,-5,5,10,15,0,10,15,30,35
668557,"Crooked Tree",4.25,65,40,15,10,10,15,15,0,0,0,25,15,15,10,5
668558,"Beachy",4.3333,60,80,55,35,35,25,15,-15,-5,0,25,45,-5,-20,-25
668560,"Cherrywood",5,5,15,75,65,25,10,20,20,15,-5,10,20,25,35,25
668589,"Nameless",4.25,85,75,60,50,45,-5,-5,0,5,0,35,40,35,25,20
668695,"lola 1",4.5,95,80,55,15,10,-5,-10,-15,5,5,35,30,15,-20,-10
668705,"fun fashion",4.3333,60,70,80,75,5,80,45,-5,-25,5,-5,75,80,25,5
668868,"Cloud",4,100,95,85,60,40,-10,-20,-35,-30,-5,40,40,25,0,-20
668960,"Sugar Plum Fairy",4.5,75,85,75,45,5,35,10,45,-25,5,80,85,-5,0,0
669001,"Mango Tango",4,85,75,55,25,10,5,10,55,-15,-5,30,60,50,5,0
669007,"sun leaf",4.6667,40,30,70,90,80,-5,-10,-10,-5,5,25,25,65,80,80
669019,"Delphi",4,100,55,75,85,20,5,60,30,0,20,0,45,70,65,-5
669064,"Lemon cola",4,15,25,40,55,75,15,15,5,-5,-10,10,15,30,45,65
669086,"Looking for lilacs",4.3333,70,65,55,45,35,15,5,0,0,-5,0,5,10,10,0
669111,"Where Have All The Flowers Gone",4.125,30,35,40,45,35,35,30,30,-5,-10,10,20,25,30,25
669117,"Metrosensual",4,5,30,100,35,5,0,0,-15,10,10,-5,0,80,0,-10
669122,"Urbanesque",4.25,5,15,30,15,5,10,5,5,5,0,5,5,5,15,5
